item	article	label
http://www.wikidata.org/entity/Q666063	https://ca.wikipedia.org/wiki/Biblioteca_Nacional_de_Gal%C2%B7les	Biblioteca Nacional de Gal·les
http://www.wikidata.org/entity/Q167935	https://ca.wikipedia.org/wiki/Biblioteca_Za%C5%82uski	Biblioteca Załuski
http://www.wikidata.org/entity/Q219555	https://ca.wikipedia.org/wiki/Biblioteca_P%C3%BAblica_de_Nova_York	Biblioteca Pública de Nova York
http://www.wikidata.org/entity/Q61727528	https://ca.wikipedia.org/wiki/Biblioteca_P%C3%BAblica_del_Govern	Biblioteca Pública del Govern
http://www.wikidata.org/entity/Q11909304	https://ca.wikipedia.org/wiki/Biblioteca_Comarcal_de_Blanes	Biblioteca Comarcal de Blanes
http://www.wikidata.org/entity/Q11954340	https://ca.wikipedia.org/wiki/Vapor_Badia	Biblioteca Vapor Badia
http://www.wikidata.org/entity/Q11909312	https://ca.wikipedia.org/wiki/Biblioteca_P%C3%BAblica_Carles_Rahola	Biblioteca Pública Carles Rahola
http://www.wikidata.org/entity/Q3207001	https://ca.wikipedia.org/wiki/Biblioteca_Raza	Biblioteca Raza
http://www.wikidata.org/entity/Q11909306	https://ca.wikipedia.org/wiki/Biblioteca_Municipal_Pere_Caner	Biblioteca Municipal Pere Caner
http://www.wikidata.org/entity/Q11909310	https://ca.wikipedia.org/wiki/Biblioteca_P%C3%BAblica_de_Tarragona	Biblioteca Pública de Tarragona
